ID,Category,Question,Sample Answer,Answer Type,Source Basis
505,Program Details,Can I study B.Tech Computer Science at Meridian?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
506,Program Details,Is B.Tech Computer Science a undergraduate program?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
507,Program Details,What qualification is needed for B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
508,Program Details,What is the yearly fee for B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
509,Program Details,How much is B.Tech AI & Machine Learning tuition?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
510,Program Details,What are the entry requirements for B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
511,Program Details,How many years is B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
512,Program Details,Can I study B.Tech AI & Machine Learning at Meridian?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
513,Program Details,Is B.Tech AI & Machine Learning a undergraduate program?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
514,Program Details,What qualification is needed for B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
515,Program Details,What is the yearly fee for B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
516,Program Details,How much is B.Tech Information Technology tuition?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
517,Program Details,What are the entry requirements for B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
518,Program Details,How many years is B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
519,Program Details,Can I study B.Tech Information Technology at Meridian?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
520,Program Details,Is B.Tech Information Technology a undergraduate program?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
521,Program Details,What qualification is needed for B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
522,Program Details,What is the yearly fee for B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
523,Program Details,How much is Bachelor of Business Administration tuition?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
524,Program Details,What are the entry requirements for Bachelor of Business Administration?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
525,Program Details,How many years is Bachelor of Business Administration?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
526,Program Details,Can I study Bachelor of Business Administration at Meridian?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
527,Program Details,Is Bachelor of Business Administration a undergraduate program?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
528,Program Details,What qualification is needed for Bachelor of Business Administration?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
529,Program Details,What is the yearly fee for Bachelor of Business Administration?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
530,Program Details,How much is Bachelor of Computer Applications tuition?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
531,Program Details,What are the entry requirements for Bachelor of Computer Applications?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
532,Program Details,How many years is Bachelor of Computer Applications?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
533,Program Details,Can I study Bachelor of Computer Applications at Meridian?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
534,Program Details,Is Bachelor of Computer Applications a undergraduate program?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
535,Program Details,What qualification is needed for Bachelor of Computer Applications?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
536,Program Details,What is the yearly fee for Bachelor of Computer Applications?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
537,Program Details,How much is Bachelor of Commerce tuition?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
538,Program Details,What are the entry requirements for Bachelor of Commerce?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
539,Program Details,How many years is Bachelor of Commerce?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
540,Program Details,Can I study Bachelor of Commerce at Meridian?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
541,Program Details,Is Bachelor of Commerce a undergraduate program?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
542,Program Details,What qualification is needed for Bachelor of Commerce?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
543,Program Details,What is the yearly fee for Bachelor of Commerce?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
544,Program Details,How much is Bachelor of Arts tuition?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
545,Program Details,What are the entry requirements for Bachelor of Arts?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
546,Program Details,How many years is Bachelor of Arts?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
547,Program Details,Can I study Bachelor of Arts at Meridian?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
548,Program Details,Is Bachelor of Arts a undergraduate program?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
549,Program Details,What qualification is needed for Bachelor of Arts?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
550,Program Details,What is the yearly fee for Bachelor of Arts?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
551,Program Details,How much is Bachelor of Science tuition?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
552,Program Details,What are the entry requirements for Bachelor of Science?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
553,Program Details,How many years is Bachelor of Science?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
554,Program Details,Can I study Bachelor of Science at Meridian?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
555,Program Details,Is Bachelor of Science a undergraduate program?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
556,Program Details,What qualification is needed for Bachelor of Science?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
557,Program Details,What is the yearly fee for Bachelor of Science?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
558,Program Details,How much is Master of Business Administration tuition?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
559,Program Details,What are the entry requirements for Master of Business Administration?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
560,Program Details,How many years is Master of Business Administration?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
561,Program Details,Can I study Master of Business Administration at Meridian?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
562,Program Details,Is Master of Business Administration a postgraduate program?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
563,Program Details,What qualification is needed for Master of Business Administration?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
564,Program Details,What is the yearly fee for Master of Business Administration?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
565,Program Details,How much is Master of Computer Applications tuition?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
566,Program Details,What are the entry requirements for Master of Computer Applications?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
567,Program Details,How many years is Master of Computer Applications?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
568,Program Details,Can I study Master of Computer Applications at Meridian?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
569,Program Details,Is Master of Computer Applications a postgraduate program?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
570,Program Details,What qualification is needed for Master of Computer Applications?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
571,Program Details,What is the yearly fee for Master of Computer Applications?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
572,Program Details,How much is M.Tech tuition?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
573,Program Details,What are the entry requirements for M.Tech?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
574,Program Details,How many years is M.Tech?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
575,Program Details,Can I study M.Tech at Meridian?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
576,Program Details,Is M.Tech a postgraduate program?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
577,Program Details,What qualification is needed for M.Tech?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
578,Program Details,What is the yearly fee for M.Tech?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
579,Program Details,How much is Master of Science tuition?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
580,Program Details,What are the entry requirements for Master of Science?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
581,Program Details,How many years is Master of Science?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
582,Program Details,Can I study Master of Science at Meridian?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
583,Program Details,Is Master of Science a postgraduate program?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
584,Program Details,What qualification is needed for Master of Science?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
585,Program Details,What is the yearly fee for Master of Science?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
586,Program Details,How much is Master of Arts tuition?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
587,Program Details,What are the entry requirements for Master of Arts?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
588,Program Details,How many years is Master of Arts?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
589,Program Details,Can I study Master of Arts at Meridian?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
590,Program Details,Is Master of Arts a postgraduate program?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
591,Program Details,What qualification is needed for Master of Arts?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
592,Program Details,What is the yearly fee for Master of Arts?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
593,Program Details,How much is Master of Commerce tuition?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
594,Program Details,What are the entry requirements for Master of Commerce?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
595,Program Details,How many years is Master of Commerce?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
596,Program Details,Can I study Master of Commerce at Meridian?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
597,Program Details,Is Master of Commerce a postgraduate program?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
598,Program Details,What qualification is needed for Master of Commerce?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
599,Program Details,What is the yearly fee for Master of Commerce?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
600,University Overview,What does Meridian specialize in?,"The six schools cover engineering, computer science, business/management, arts, science and commerce.",Direct,Reference + Answered FAQ
601,University Overview,What are the university's main academic areas?,"Engineering, computer science, business/management, arts, science and commerce.",Direct,Reference + Answered FAQ
602,University Overview,How many schools are there?,There are six schools.,Direct,Reference + Answered FAQ
603,University Overview,How many students are there at Meridian?,"5,000+ students.",Direct,Reference + Answered FAQ
604,University Overview,How many faculty are there?,150+ faculty.,Direct,Reference + Answered FAQ
605,University Overview,How many alumni does Meridian have?,"40,000+ alumni across 70 countries and every major industry.",Direct,Reference + Answered FAQ
606,University Overview,How many international partnerships are there?,60+ exchange and research partner universities worldwide.,Direct,Reference + Answered FAQ
607,University Overview,How much research funding does Meridian have?,Over $40M in active research funding across engineering and sciences.,Direct,Reference + Answered FAQ
608,University Overview,What is the placement percentage at Meridian?,95% placement rate.,Direct,Reference + Answered FAQ
609,University Overview,What is the campus acreage?,120 acres.,Direct,Reference + Answered FAQ
610,Accreditation,Which bodies recognize Meridian?,"The reference lists National Board of Accreditation, International Association of Universities, Global Business School Network and Engineering Council Certified.",Direct,Reference + Answered FAQ
611,Accreditation,Has Meridian received national recognition?,Yes. The reference says it was ranked among the top 25 private universities nationally for four consecutive years and received national accreditation for its doctoral research programs in 2004.,Direct,Reference + Answered FAQ
612,Admission Process,Can I apply online?,Yes. Step 1 of the admission process is to apply online with academic and personal details.,Direct,Reference + Answered FAQ
613,Admission Process,What happens during admission review?,The admissions committee reviews the complete application profile.,Direct,Reference + Answered FAQ
614,Admission Process,What do I receive after admission review?,The applicant receives an admission decision and instructions to enroll.,Direct,Reference + Answered FAQ
615,Admission Process,Are test scores ever needed?,"The process includes uploading any required test scores, and admission may consider entrance scores where applicable.",Direct,Reference + Answered FAQ
616,Documents,Do I need transcripts?,Yes. Academic transcripts and mark sheets from the most recent qualification are required.,Direct,Reference + Answered FAQ
617,Documents,Do I need identification?,Yes. A government-issued photo ID or passport is required.,Direct,Reference + Answered FAQ
618,Documents,Do I need a photograph?,Yes. A recent passport-size photograph is required according to application specifications.,Direct,Reference + Answered FAQ
619,Documents,Is an SOP needed for undergraduate admission?,The reference specifically requires an SOP for postgraduate and doctoral applications; it does not list an SOP as a general undergraduate requirement.,Direct,Reference + Answered FAQ
620,Documents,Do international students need extra documents?,"Yes. They need a valid passport copy and, where applicable, an English proficiency score, in addition to general documents.",Direct,Reference + Answered FAQ
621,Scholarships,Is need-based aid available?,"Yes, for students demonstrating economic need.",Direct,Reference + Answered FAQ
622,Scholarships,What is the largest tuition waiver mentioned?,Up to 50% through the Merit Scholarship.,Direct,Reference + Answered FAQ
623,Scholarships,Who can receive the Sports & Arts Scholarship?,Students with distinguished sporting or artistic achievement.,Direct,Reference + Answered FAQ
624,Campus,Does Meridian have startup facilities?,Yes. Innovation Labs include dedicated startup incubation space.,Direct,Reference + Answered FAQ
625,Campus,Are there 3D printers?,Yes. Innovation Labs include 3D printers.,Direct,Reference + Answered FAQ
626,Campus,Does the library operate around the clock?,The reference says there are 24/7 reading halls.,Direct,Reference + Answered FAQ
627,Campus,How many clubs are there?,40+ student clubs.,Direct,Reference + Answered FAQ
628,Campus,How many sports are supported?,Twelve competitive sports.,Direct,Reference + Answered FAQ
629,Campus,Is housing secure?,The residence halls are described as secure and modern.,Direct,Reference + Answered FAQ
630,Campus,Is there dining on campus?,Yes. There is a cafeteria and food court with multi-cuisine dining and nutrition-conscious counters.,Direct,Reference + Answered FAQ
631,Research,What research fields are available?,"Doctoral research areas include Engineering & Computing, Business & Economics, Natural Sciences, and Humanities & Social Sciences.",Direct,Reference + Answered FAQ
632,Research,Are research positions funded?,The doctoral reference says funded research positions are available across every school.,Direct,Reference + Answered FAQ
633,Research,Are research labs available?,"The university has Innovation Labs, and the doctoral program mentions dedicated lab access.",Direct,Reference + Answered FAQ
634,Contact,What are the office hours?,"Monday–Friday, 9:00 AM–5:00 PM.",Direct,Reference + Answered FAQ
635,Contact,What is the university email?,admissions@meridian.edu.,Direct,Reference + Answered FAQ
636,Contact,What is the university phone?,+1 (555) 204-7890.,Direct,Reference + Answered FAQ
637,Contact,Where is the campus?,"221 Harborview Road, Meridian City, MC 40210.",Direct,Reference + Answered FAQ
638,Undergraduate Applicant,I have completed 10+2; what are my options?,"The undergraduate options are B.Tech Computer Science, B.Tech AI & Machine Learning, B.Tech IT, BBA, BCA, B.Com, BA and B.Sc, subject to each program's listed subject requirements.",Direct,Reference + Answered FAQ
639,Undergraduate Applicant,I completed high school. What is the admission route?,"You need 10+2 or equivalent with the minimum subject requirements for the selected program, then apply online, submit documents, undergo review and receive the admission decision.",Direct,Reference + Answered FAQ
640,Undergraduate Applicant,Can a student from any stream apply to BCA?,Yes. BCA is listed with 10+2 (Any Stream) eligibility.,Direct,Reference + Answered FAQ
641,Undergraduate Applicant,Can a student from any stream apply to BBA?,Yes. BBA is listed with 10+2 (Any Stream) eligibility.,Direct,Reference + Answered FAQ
642,Undergraduate Applicant,Can a student from any stream apply to B.Com?,Yes. B.Com is listed with 10+2 (Any Stream) eligibility.,Direct,Reference + Answered FAQ
643,Undergraduate Applicant,Can a student from any stream apply to BA?,Yes. BA is listed with 10+2 (Any Stream) eligibility.,Direct,Reference + Answered FAQ
644,Undergraduate Applicant,Can a PCM student apply to B.Sc?,Yes. B.Sc is listed with 10+2 (PCM/PCB) eligibility.,Direct,Reference + Answered FAQ
645,Undergraduate Applicant,Can a PCB student apply to B.Tech?,"The listed B.Tech programs require 10+2 (PCM), so the document does not show PCB as sufficient for B.Tech.",Direct,Reference + Answered FAQ
646,Graduate Applicant,What master's programs can I apply to?,"The listed options are MBA, MCA, M.Tech, M.Sc, MA and M.Com, subject to the eligibility for each.",Direct,Reference + Answered FAQ
647,Graduate Applicant,What can I do after a master's degree?,"You may consider the doctoral program if you have a relevant master's degree, research proposal and faculty availability in the chosen area.",Direct,Reference + Answered FAQ
648,Graduate Applicant,Do master's applicants need an SOP?,Yes. The reference lists an SOP as required for postgraduate applications.,Direct,Reference + Answered FAQ
649,Graduate Applicant,Do PhD applicants need an SOP?,Yes. The reference lists an SOP as required for doctoral applications.,Direct,Reference + Answered FAQ
650,Parent / Guardian,What are the key costs I should budget for?,"Budget for tuition plus application/processing, admission/registration, accommodation if needed, library/technology, examination fees and the refundable caution deposit.",Direct,Reference + Answered FAQ
651,Parent / Guardian,What should I know about campus facilities?,"The campus includes smart classrooms, a central library, Innovation Labs, sports complex, residence halls, cafeteria/food court, 40+ clubs and annual events.",Direct,Reference + Answered FAQ
652,Parent / Guardian,What should I know about the application deadlines?,The listed early deadline is January 15 and regular deadline is April 30; admission decisions are listed for June 10 and Fall begins August 1.,Direct,Reference + Answered FAQ
653,Parent / Guardian,Can I talk to admissions on behalf of my child?,"The reference supports engagement with the Admissions Office and callback scheduling, but it does not define a separate parent-specific authorization policy.",Direct,Reference + Answered FAQ
654,Comparisons,Compare B.Tech Computer Science and B.Tech AI & Machine Learning.,"Both are four-year B.Tech programs requiring 10+2 (PCM). B.Tech Computer Science is $14,500/year; B.Tech AI & Machine Learning is $15,200/year.",Direct,Reference + Answered FAQ
655,Comparisons,Compare B.Tech Computer Science and B.Tech Information Technology.,"Both are four-year B.Tech programs requiring 10+2 (PCM). B.Tech Computer Science is $14,500/year; B.Tech IT is $14,200/year.",Direct,Reference + Answered FAQ
656,Comparisons,Compare BCA and B.Tech Computer Science.,"BCA is a three-year program with 10+2 (Any Stream) eligibility and $10,200/year tuition. B.Tech Computer Science is four years, requires 10+2 (PCM), and is $14,500/year.",Direct,Reference + Answered FAQ
